ALGEBRA Sección A;11;11;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;; ;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;
Proyecto de Titulación (c.comp) - A;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proyecto de Titulación (c.comp) - A;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
*** Electivo - MCD: Extracción. Y Gestión. Datos masivos;25;25;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Procesos de Fabricación con Arranque de Viruta A;;;;;;L;L;;;;;;L;L;;;;;;;;;;;;;;21;21;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Procesos de Fabricación con Arranque de Viruta B;;;;;;;;;;;;;;;;;L;L;;;;;;;;;;21;21;21;;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;
Química;;;;;;;;;;;;;;;;;;;;;;;105;105;105;;;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Introducción a la Ingeniería Mecánica;;;;;;;;;;;;;;;;;;;13;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Materiales para Ingeniería;;;;;E2;E2;;;;;;;;;;;;;;;;;;;;;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Programación y Computación;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L;L;;;;;;;;;;;;;;23;;;;;;;;;;;;;;;;;;;;
Mecánica General;;;;;;;;;;;;;;;;S5;S5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102;102;102;;;;;;;;;;;;;;;;;;
Mecánica de Fluidos;;;105;105;;;;;;;;;;;;;;;;;;;;;102;102;;;;;;;;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;
Electrotecnia y Electrónica;;;;;;;;;;;;;;;;;;;;S4;S4;;;;;;;;;;S3;S3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proyecto Interdisciplinario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T2;T2;;;;;;;;;;;;;;;;;;
Termodinámica;S4;S4;S1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Resistencia de Materiales;;;;;;;;;;;;;;;;;;;T1;;;;T2;;;;T2;T2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecánica Computacional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T1;T1;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;
Transferencia de Calor;;;;;;;;;;;;S1;S1;;;;;;;;;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dinámica de Máquinas;;;;;;;;;;;;;;;;;;;;;;;24;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Desarrollo de Productos;;;;;;11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gestión del Mantenimiento Industrial;;;;;;;;;26;26;;;;;;;;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Máquinas Térmicas;;;;;;;;;;;;;;;;;;;;;;;;;;T1;L;L;;;;;;;;;;C4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Máquinas Hidráulicas;;;;S5;S5;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;
Elementos de Máquinas;;;;;;;;;;;;;;;T1;T1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Modelamiento para Mantenimiento;;;;;;;;;;;;;;;;;E2;22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Diseño de Equipos de Procesos;;;;;;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Diseño de Máquinas;;;;;;;;;;;;;;;;;;;;;;;;;;;T1;T1;T1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proyecto Disciplinario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;22;;;;;;;;;;;;;;;;;;;;;;;;;;
Sistemas Hidráulicos y Neumáticos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C3;C3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Memoria de Título I;;;;;;;;;;;;;;;;;26;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Automatización Industrial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T1;T1;;;;;;;;;;;;;;;;;;;;;;;;
Gestión de Operaciones;;;;;;;;;;;;;;;;;;;;S5;S5;;;;;;;;;;;;;;;;T2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Memoria de Título II;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C5;C5;;;;;;;;;;;;;;;;;;;
Gestión Energética ;;;;;;;;;;;;;;;S4;S4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ingeniería Ambiental;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E2;E2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Métodos de Elementos Finitos para Mecánica Aplicada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T2;T2;;;;;;;;;;;;;;;;;;;;
Diseño y Validación de Componentes mecánicos;;;;;;;;;;;;;;;;;;;;;;;;22;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Montaje y Elementos de Transporte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SRM;SRM;;;;;;;;;;;;;;;;;;;;;;;;;;
Análisis de Riesgo y Confiabilidad;;;;;;;;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mantenimiento Basado en Condición ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Introducción a la Computación Sección A;;;;;;;;;;;;;C4;C4;;;;;;;;;;;;;;;;;;;;;C4;C4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Introducción a la Computación Sección B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C4;C4;C4;C4;;;;;;;;;;;;;
Introducción Ingeniería Civil en Obras Civiles;;;;;;;;;;;;;;;;;;;E1;E1;;;;;;;;;;;;;;;;;;;;;E2;E2;;;;;;;;;;;;;;;;;;;;;;;;
Dibujo para Construcción asistida por Computador;;;;;;;;;C5;C5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C2;C2;;;;;;;C2;C2;;;;;;;;;;;;;;;;
Química;;;;;;;;;;;;;;;;;;;;;;;;lab;lab;;SP;SP;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Topografía;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C4;C4;;;;;;;;;102;102;;;;;;;;;;;;;;;;
Edificación I Sección A;;;;;;;;;;;;;;;C4;C4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C3;C3;;;;;;;;;;;;;;;;;;
Edificación I Sección B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C4;C4;C4;;;;;;;;C3;C3;C3;;;;;;;;;;;;;
Cubicación e Interpretación de Planos Sección B;;;;;;;;;;;;;;;;;;;;;;;;C4;C4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cubicación e Interpretación de Planos Sección A;;;;;;;;;;;;;;;;;;;C4;C4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecánica General;C3;C3;;;;;;;;;;;;;T2;T2;;;;;;;;;;;;;;103;103;;;;;;;;;;;;;;;;22;22;;;;;;;;;;;;;;;;;;
Mecánica de Fluidos sección A;;;C2;C2;;;;;;;;;;;;C2;;;;;;;;;;;;;C3;C3;;;;;S1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecánica de Fluidos sección B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Resistencia de Materiales;C4;C4;;;;;;;;;;;;;;;;;;;;;C2;C2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Estática Aplicada;;;;;;;;;;;;;;C2;C2;;;;;;;;;;;;;;;;;;;;;;;;C2;C2;;;;;;;;;;;;;;;;;;;;;;;;;;
Hormigón;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ingeniería Sanitaria;;;;;;;;;C4;C4;;;;;;;;;;;;;;;;;;;;;C4;C4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Obras Civiles I;;;;;;;;;;;;C3;C3;;;;;;;;;;;;;;;;;;;;;;;C3;C3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Instalaciones Eléctricas, gas ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S1;S1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Planificación y Control de Proyectos;;103;103;;C2;C2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ingeniería de Transporte;;;T2;T2;;;;;;;;;;;;;;;;;;;;;C2;C2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecánica de Suelos II ;;;;;;;;;;;;;;;;;;C3;C3;;;;;;;;;;;;;;;;;;;;S5;S5;;;;;;;;;;;;;;;;;;;;;;;;;;
Dinámica de Estructuras;;;;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hormigón Armado I /H Armado IC;C2;C2;;;;;;;;;;;;;;;;;;;;;S5;S5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maquinaria y Equipos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Análisis de Costos;;;;;;;;;;;;;;SP;SP;;;;;;;;;;;;;;;;;;;;;;;;;S4;S4;;;;;;;;;;;;;;;;;;;;;;;;;
Taller de Obras ;;;;;;;;;C2;C2;;;;;;;;;;;;;;;;;;;;;C3;C3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ingeniería Ambiental aplicada a Construcción y (ICE ICOC);;;;;;;;;;;;;;;;;;;;LS;SL;;;;;;;S5;S5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Preparación y Evaluación de Proyectos;;;;;;;;;;;;;;;;C5;C5;C5;C5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Administración de Empresas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;S3;S3;C5;C5;;;;;;;;;;;;;;;
Proyecto de Memoria Sección A;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proyecto de Memoria Sección B;;;;;;;;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Obras Civiles ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S4;S4;;;;;T1;T1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Diseño Sismo Resistente;;;;;;;;;;;;C2;C2;;;;;;;;;;;;;;;;;;;;;C5;C5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Diseño en Acero;;;;;;;;;;;;;;;;;;AK;AK;;;;;AF;AF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Electivo BIM;;;;;;;;;;;;;;;;;;;;;;;;;;C4;C4;;;;;;;;;;;;102;102;;;;;;;;;C5;;;;;;;;;;;;;;;;;
Memoria;;;C5;C5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Química  (sección.A);;;;;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;102;102;102;;;;;;;;;;;;;;;;;;;;;;;
Química (sección. B);;;;;;;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;102;102;102;;;;;;;;;;;;;;;;;;;;;;;
Química (sección. C);;;;;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;102;102;102;;;;;;;;;;;;;;;;;;;;;;;
Introducción a la Ingeniería  Eléctrica (sección.A);;;;;;;;;;;;;;;;;;;102;102;;;;;;;;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Introducción a la Ingeniería  Eléctrica (sección.B);;;;;;;;;;;;;;;;;;;102;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L;L;;;;;;;;;;;;;;;
Solución Algorítmica de Problemas;;;;;;;;AK;AK;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sistemas de Almacenamiento de Energía.;;;;;;L;L;;;;;T2;T2;;;S3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Programación (sección. A);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L;L;;;;;;;S5;S5;;;;;;;;;;;;;;;
Programación (sección. B);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L;L;;S5;S5;;;;;;;;;;;;;;;
Fuentes Renovables de energía (sección. A);102;102;;;;;;;;;;;;;102;;;;;;;;;;;;;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fuentes Renovables de energía (sección. B);102;102;;;;;;;;;;;;;102;;;;;;;;;;;;;;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fuentes Renovables de energía (sección. C);102;102;;;;;;;;;;;;;102;;;;;;;;;;;;;;;;;;;;;;;;L;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fuentes Renovables de energía (sección. D);102;102;;;;;;;;;;;;;102;;;;;;;;;;;;;;;;;;;;;;;;;L;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecánica General;;;;;;;;;;;;;;;;;;;;;;;;;;;;C5;C5;;;;;;;13;13;;;;;;;;;;S5;S5;;;;;;;;;;;;;;;;;;
Métodos Numéricos ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C4;;;;;L;L;;;;;S4;S4;;;;;;;;;;;;;;;;;;;;
Dispositivos Semiconductores;;;;;;;;S2;S2;;;;;;;;;;;;;;;;;;;;;T1;T1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Electrotecnia y ElectroMecánica;;;;;;;;;;;;;105;;;;C4;C4;;;;;;;;;;;;;;;;102;102;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Campos Electromagnéticos;;;102;102;;;;;;;;;;;;;;;;;;;;;14;E1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Termodinámica;L;L;;;;;;;;;;;;E2;E2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sistemas de Generación;;;;;;;;;;;;;102;102;;;;;;;;;;;;;;105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Accionamientos Eléctricos;;;;;;;;;;;;;;;;;;;;;;;SP;;;;;;T2;;;;;;AK;AK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sistemas Eléctricos de Potencia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SP;;C1;C1;C1;;;;;;;;;;;;;;;;;
Química A;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;103;103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Química B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L;L;;;;103;103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Química C;;;;;;;;;;;;;;;;;;;;;;;;;;;;L;L;;;;;;103;103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Introducción a la Mecatrónica A;;;;;;;;;;;;E2;E2;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Introducción a la Mecatrónica B;;;;;;;;;;;;E2;E2;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Introducción a la Mecatrónica C;;;;;;;;;;;;E2;E2;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Solución Algorítmica de problemas A;;T1;T1;;;;;;;;;;;;;;;;;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Programación A;;;;;;;;;;;;;;;21;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LA;LA;;;;;;;;;;;;;;;;;;
Programación A;;;;;;;;;;;;;;;21;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LA;LA;;;;;;;;;;;;;;;;
Materiales de Ingeniería;;;;;;21;L;;;;;;;;;;;;;;;;;;;;;;;S5;S5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecánica general;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C4;C4;;;;;;;;;;;;;;;;T1;C4;C4;;;;;;;;;;;;;;;;;;
Electrotecnia y ElectroMecánica;;;;;;;;;;;;103;103;T2;;;;;;;;;103;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Métodos Numéricos  MKT;105;105;;;;;;;;;;;;;C1;;;;;;;;;;;;;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecánica de Materiales ;;;;;C3;C3;;;;;;;;;;;;;;;;;;;S2;S2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fundamentos. Mecánica de Fluidos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L;;;;;;;;;;;23;;;;S3;;;;;;;;;;;;;;;;;;;;;
Fundamentos. Mecánica de Fluidos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L;;;;;;;;;;23;;;;S3;;;;;;;;;;;;;;;;;;;;;
Procesos de Fabricación;;;;;;;;;;;;;;;;S2;S2;;;;;;;;;;;S2;;;;;;;;;;;;;;;;;;;;;L;L;;;;;;;;;;;;;;;;
Fundamentos de Electrónica;;;;;;;;;;;;;;;;;;;21;21;;;;;;;;23;23;;;;;;;;;;;;C1;;;;;;;;;;;;;;;;;;;;;;;;;
Sistemas Dinámicos;;;;;;;102;;;;;;;;;;;;;;;;T1;T1;;;;;;;;;;;;;;;;;;C3;;;;;;;;;;;;;;;;;;;;;;;;
Selección componentes mecánicos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;T1;T1;T1;;;T1;T1;T1;;;;;;;
Termodinámica y transferencia de calor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;103;;;;;;;;;;103;L;;;;;;;;;;;;;;;
Termodinámica y transferencia de calor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;103;;;;;;;;;;103;;L;;;;;;;;;;;;;;
Sistemas Hidráulicos y Neumáticos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S3;S3;L;;;;;;;;;;;;;;;;;;
Sistemas Hidráulicos y Neumáticos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S3;S3;;L;;;;;;;;;;;;;;;;;
Sistemas Hidráulicos y Neumáticos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L;S3;S3;;;;;;;;;;;;;;;;;;;
Sistemas Digitales;;;Sp;Sp;A;E1;E1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sistemas de control;;;;;;;;SP;SP;A;;;;;;;;;;;;;;;;S5;S5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Taller de Integración I;;;;;;;;;;;;;;;;;;;;;;;;T2;T2;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mecanismos;;;;;;;;;;;;;;;105;105;;;;;;;;;;;;;;;;;;;T2;T2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lógica programable ;;;;;;;;;;;;;;;;;;;;;;;C;C;L;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Instrumentación de sistemas mecatrónicos;;;;;;;;;;;;;L;L;;;;;;;;;;;;;;;;;;;;C2;C2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Electivo I: Electrónica de potencia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102;102;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Electivo I: Procesamiento digital de señales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Robótica;;;;;;;;;;;;L;;;;;;;;;;;;;;;;;;;;;;;;;;;23;23;;;;;;;;;;;;;;;;;;;;;;;;;;
Sistemas de Comunicación;;;;104;;;;;;;;;;;;;T2;T2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gestión del mantenimiento Industrial.;;;;;;;;;;;;;;;;;;;;S3;S3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Manufactura e Ingeniería asistida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Taller de Integración II;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;E2;E2;;;;;;;;;;;;;;;;;;;;;;;;;;
Electivo II (Control Avanzado);;;;;;;;;;;;;;C3;C3;;;;;;;;;;;;S2;104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Taller de conversión Eléctrica;C5;C5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C1;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proyecto Memoria;;;;;;AK;AK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Taller de Integración III;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;22;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Electivo III (Control de procesos Industriales);;;;T1;T1;;;;;;;;;;;C3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Electivo IV (Sistemas de energía alternativos);;;;;;;;;;;;;;;;C1;C1;L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Memoria de Titulación;;;;;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
